task_id,department,task,latitude,longitude,start_time,end_time,inventory_used,inventory_count,task_type,task_status,task_description,optimization_suggestion,similar_tasks
668,Health,Report,-77.402714,-110.712439,30-07-2024 02:15,30-07-2024 05:15,Projector,3,Construction,Completed,Presentation preparation for stakeholders,Reallocate resources,[242]
669,Education,Report,-33.936665,79.802556,05-09-2024 23:07,06-09-2024 03:07,Printer,3,Report,Completed,Maintenance of office equipment,None,"[591, 460]"
670,Health,Maintenance,65.236595,-6.778545,25-11-2023 20:10,26-11-2023 02:10,Printer,7,Maintenance,Ongoing,Report generation for annual review,None,"[518, 625, 444]"
671,Health,Meeting,47.147274,-26.136977,07-09-2024 11:55,07-09-2024 13:55,Whiteboard,10,Report,Completed,Presentation preparation for stakeholders,Reschedule task 264,[264]
672,Transport,Maintenance,-22.473561,38.169128,01-08-2024 00:30,01-08-2024 02:30,Whiteboard,3,Training,Completed,Training on new software,Merge with task 5,[5]
673,Health,Report,76.624393,158.502595,04-12-2023 07:21,04-12-2023 13:21,Printer,8,Administrative,Planned,Presentation preparation for stakeholders,None,[]
674,Transport,Meeting,88.645044,-135.188097,15-04-2024 06:41,15-04-2024 09:41,Projector,7,Administrative,Planned,Maintenance of office equipment,Reallocate resources,"[651, 378, 60]"
675,Agriculture,Training,-46.376484,-167.577274,28-09-2023 20:18,29-09-2023 02:18,Laptop,3,Administrative,Planned,Report generation for annual review,Merge with task 261,[261]
676,Health,Meeting,48.774993,51.983061,04-06-2024 07:40,04-06-2024 14:40,Printer,10,Construction,Planned,Training on new software,Reallocate resources,"[170, 438, 259]"
677,Agriculture,Presentation,28.527491,-42.1961,13-07-2024 04:58,13-07-2024 09:58,Printer,2,Construction,Planned,Presentation preparation for stakeholders,None,"[147, 276]"
678,Health,Maintenance,-88.844345,-119.376471,10-03-2024 20:51,11-03-2024 04:51,Laptop,2,Construction,Planned,Report generation for annual review,Merge with task 296,"[671, 296, 442]"
679,Education,Training,-54.356305,-114.485641,01-04-2024 05:54,01-04-2024 07:54,Printer,10,Maintenance,Completed,Training on new software,None,[]
680,Agriculture,Training,-43.316655,144.818384,23-04-2024 21:39,24-04-2024 04:39,Printer,10,Construction,Planned,Training on new software,None,[]
681,Education,Meeting,-22.008863,-80.365607,06-04-2024 22:29,07-04-2024 04:29,Laptop,10,Maintenance,Ongoing,Report generation for annual review,None,[]
682,Finance,Meeting,-42.105465,163.876944,20-02-2024 00:54,20-02-2024 01:54,Laptop,4,Report,Completed,Report generation for annual review,None,"[498, 485]"
683,Agriculture,Report,-29.420964,65.4696,25-09-2023 05:39,25-09-2023 11:39,Whiteboard,4,Administrative,Planned,Report generation for annual review,None,"[626, 59, 365]"
684,Agriculture,Meeting,-7.754533,71.390977,13-09-2024 00:21,13-09-2024 03:21,Laptop,10,Construction,Planned,Maintenance of office equipment,Reschedule task 378,[378]
685,Agriculture,Report,28.841114,-178.873521,13-04-2024 19:07,14-04-2024 01:07,Laptop,6,Construction,Planned,Maintenance of office equipment,Reschedule task 497,"[240, 622, 497]"
686,Finance,Maintenance,-12.97507,155.334049,05-10-2023 06:23,05-10-2023 14:23,Laptop,7,Administrative,Planned,Training on new software,None,[533]
687,Agriculture,Meeting,-66.984956,106.855474,13-01-2024 14:59,13-01-2024 19:59,Scanner,8,Maintenance,Ongoing,Meeting to discuss quarterly budget,Merge with task 679,"[679, 554, 247]"
688,Finance,Meeting,-11.719187,77.675456,30-03-2024 03:31,30-03-2024 06:31,Whiteboard,7,Administrative,Completed,Maintenance of office equipment,Merge with task 682,"[687, 127, 682]"
689,Education,Meeting,53.197284,-60.191598,15-01-2024 12:29,15-01-2024 16:29,Scanner,10,Construction,Planned,Maintenance of office equipment,None,"[391, 670, 658]"
690,Finance,Training,-49.76085,-138.351613,25-04-2024 07:00,25-04-2024 09:00,Laptop,2,Administrative,Planned,Presentation preparation for stakeholders,Reallocate resources,[119]
691,Transport,Maintenance,81.732351,27.690063,09-11-2023 02:58,09-11-2023 03:58,Whiteboard,1,Report,Planned,Training on new software,None,"[434, 328, 374]"
692,Finance,Presentation,29.4737,32.679354,06-05-2024 09:39,06-05-2024 11:39,Printer,1,Report,Ongoing,Maintenance of office equipment,None,[304]
693,Health,Report,-63.463436,-77.978583,23-02-2024 19:25,23-02-2024 20:25,Scanner,6,Administrative,Planned,Meeting to discuss quarterly budget,Reallocate resources,"[588, 490]"
694,Finance,Report,-37.530881,167.938453,30-04-2024 12:33,30-04-2024 13:33,Whiteboard,3,Maintenance,Planned,Training on new software,None,[]
695,Education,Report,40.931183,-72.32336,17-09-2023 09:41,17-09-2023 12:41,Laptop,9,Training,Ongoing,Report generation for annual review,Reallocate resources,"[357, 401, 74]"
696,Finance,Maintenance,35.347737,-109.766816,28-02-2024 18:13,29-02-2024 01:13,Laptop,3,Administrative,Planned,Meeting to discuss quarterly budget,Merge with task 469,"[469, 671]"
697,Education,Report,-37.605318,-127.863762,26-01-2024 09:13,26-01-2024 13:13,Projector,1,Administrative,Planned,Presentation preparation for stakeholders,None,[]
698,Health,Report,81.071668,-26.240017,02-06-2024 22:28,03-06-2024 01:28,Laptop,2,Administrative,Ongoing,Training on new software,None,[]
699,Transport,Presentation,27.017605,33.62126,04-01-2024 23:13,05-01-2024 02:13,Printer,4,Construction,Completed,Training on new software,None,"[501, 310, 611]"
700,Finance,Meeting,49.991546,131.362484,30-05-2024 12:07,30-05-2024 19:07,Whiteboard,8,Administrative,Completed,Meeting to discuss quarterly budget,None,[]
701,Agriculture,Meeting,-1.940681,60.765196,23-11-2023 11:45,23-11-2023 15:45,Laptop,10,Report,Planned,Report generation for annual review,Merge with task 608,"[97, 608]"
702,Health,Maintenance,12.856158,-144.201148,25-09-2023 06:37,25-09-2023 08:37,Scanner,3,Training,Planned,Meeting to discuss quarterly budget,Reschedule task 543,"[570, 550, 543]"
703,Health,Presentation,38.474842,104.424369,01-04-2024 09:17,01-04-2024 11:17,Projector,2,Maintenance,Planned,Training on new software,None,[]
704,Finance,Report,54.092335,-135.703691,26-12-2023 07:28,26-12-2023 10:28,Scanner,4,Maintenance,Completed,Presentation preparation for stakeholders,None,"[36, 87]"
705,Finance,Maintenance,-24.559265,15.993774,08-07-2024 06:41,08-07-2024 13:41,Laptop,4,Administrative,Completed,Presentation preparation for stakeholders,Reschedule task 547,"[675, 547]"
706,Transport,Presentation,73.940968,178.846978,05-07-2024 11:23,05-07-2024 15:23,Laptop,1,Maintenance,Completed,Training on new software,None,[307]
707,Agriculture,Training,18.38599,-102.225612,13-04-2024 22:44,14-04-2024 04:44,Whiteboard,3,Report,Ongoing,Meeting to discuss quarterly budget,Reallocate resources,"[267, 391]"
708,Transport,Report,-7.907805,160.106574,04-03-2024 22:09,05-03-2024 05:09,Projector,9,Maintenance,Completed,Maintenance of office equipment,Reallocate resources,[382]
709,Finance,Presentation,-60.472247,115.76441,25-03-2024 02:53,25-03-2024 08:53,Printer,7,Construction,Planned,Training on new software,None,[]
710,Finance,Meeting,5.66463,66.232529,25-10-2023 18:55,26-10-2023 01:55,Laptop,6,Construction,Ongoing,Maintenance of office equipment,Merge with task 150,"[150, 232]"
711,Transport,Training,-21.846177,-142.199017,12-09-2024 18:29,12-09-2024 20:29,Projector,9,Administrative,Planned,Report generation for annual review,None,[]
712,Transport,Maintenance,36.081996,131.543406,22-12-2023 21:57,23-12-2023 02:57,Scanner,2,Construction,Completed,Maintenance of office equipment,None,"[186, 354, 695]"
713,Education,Presentation,17.031056,125.866806,10-05-2024 17:20,11-05-2024 01:20,Scanner,3,Administrative,Completed,Presentation preparation for stakeholders,Merge with task 674,[674]
714,Finance,Maintenance,-80.484367,81.150938,28-03-2024 16:51,28-03-2024 22:51,Projector,10,Training,Planned,Report generation for annual review,None,[450]
715,Finance,Presentation,-38.372461,162.941876,02-02-2024 00:58,02-02-2024 04:58,Whiteboard,2,Administrative,Ongoing,Maintenance of office equipment,None,[]
716,Transport,Meeting,41.391545,160.152101,25-09-2023 20:46,25-09-2023 23:46,Scanner,1,Construction,Planned,Maintenance of office equipment,Reallocate resources,"[11, 435, 694]"
717,Transport,Report,-0.395063,66.643871,25-06-2024 01:14,25-06-2024 03:14,Printer,1,Report,Completed,Meeting to discuss quarterly budget,None,"[548, 354, 251]"
718,Transport,Presentation,-82.375923,-18.485264,25-08-2024 23:42,26-08-2024 02:42,Scanner,4,Maintenance,Completed,Maintenance of office equipment,Reschedule task 527,[527]
719,Health,Report,-21.762942,-45.617868,13-11-2023 23:36,14-11-2023 01:36,Whiteboard,4,Report,Completed,Maintenance of office equipment,Merge with task 495,"[495, 301]"
720,Finance,Report,-50.856625,-70.264872,12-09-2024 11:03,12-09-2024 12:03,Printer,10,Training,Completed,Maintenance of office equipment,None,[]
721,Finance,Report,-30.860676,-52.598612,05-10-2023 12:40,05-10-2023 13:40,Whiteboard,3,Training,Ongoing,Meeting to discuss quarterly budget,None,[]
722,Transport,Report,-54.442002,10.474763,03-07-2024 19:45,03-07-2024 22:45,Printer,2,Training,Completed,Training on new software,Reschedule task 482,"[232, 482]"
723,Transport,Report,70.594809,13.113858,19-02-2024 20:52,20-02-2024 01:52,Laptop,8,Training,Completed,Training on new software,Reschedule task 445,"[445, 6]"
724,Health,Training,-38.718042,-131.875081,21-01-2024 04:06,21-01-2024 11:06,Whiteboard,1,Maintenance,Planned,Training on new software,Reschedule task 122,"[682, 273, 122]"
725,Transport,Training,-31.520214,95.181375,23-08-2024 09:24,23-08-2024 16:24,Scanner,7,Maintenance,Completed,Meeting to discuss quarterly budget,None,[]
726,Education,Training,-28.058301,-175.086376,23-05-2024 06:33,23-05-2024 10:33,Laptop,6,Training,Planned,Meeting to discuss quarterly budget,Reschedule task 297,"[492, 297, 289]"
727,Agriculture,Presentation,-62.55077,4.046341,24-02-2024 14:40,24-02-2024 18:40,Whiteboard,2,Administrative,Planned,Training on new software,None,"[204, 486, 724]"
728,Transport,Presentation,19.99808,-112.079161,15-07-2024 01:53,15-07-2024 04:53,Projector,2,Maintenance,Ongoing,Meeting to discuss quarterly budget,Reschedule task 197,"[197, 150]"
729,Transport,Meeting,-21.536523,8.989626,30-06-2024 19:00,30-06-2024 23:00,Projector,6,Training,Ongoing,Meeting to discuss quarterly budget,Merge with task 53,"[660, 53, 312]"
730,Education,Maintenance,38.085408,-91.091291,27-04-2024 05:12,27-04-2024 06:12,Projector,1,Construction,Completed,Maintenance of office equipment,Reschedule task 293,[293]
731,Finance,Training,-44.592652,-3.136915,24-04-2024 15:54,24-04-2024 21:54,Whiteboard,2,Construction,Planned,Meeting to discuss quarterly budget,Reschedule task 340,[340]
732,Finance,Presentation,18.848485,-94.229201,04-10-2023 12:00,04-10-2023 17:00,Projector,10,Training,Completed,Meeting to discuss quarterly budget,None,[645]
733,Finance,Meeting,15.581062,148.383659,08-07-2024 03:11,08-07-2024 07:11,Projector,8,Construction,Completed,Presentation preparation for stakeholders,None,"[309, 486]"
734,Health,Presentation,39.738504,-164.228002,12-12-2023 04:25,12-12-2023 08:25,Printer,9,Administrative,Planned,Maintenance of office equipment,None,"[460, 645]"
735,Agriculture,Meeting,-3.092289,8.554594,04-02-2024 18:54,04-02-2024 19:54,Projector,10,Administrative,Planned,Training on new software,Merge with task 47,"[47, 580]"
736,Education,Report,33.24497,133.292059,05-07-2024 17:45,05-07-2024 19:45,Projector,8,Report,Ongoing,Presentation preparation for stakeholders,Merge with task 411,"[411, 622, 279]"
737,Health,Presentation,-50.79461,70.819829,16-01-2024 03:37,16-01-2024 11:37,Scanner,9,Administrative,Ongoing,Training on new software,Reallocate resources,"[726, 275]"
738,Finance,Training,-81.789756,-94.241961,10-12-2023 21:19,10-12-2023 22:19,Projector,5,Maintenance,Ongoing,Meeting to discuss quarterly budget,Reallocate resources,[216]
739,Education,Maintenance,23.882918,169.998706,19-11-2023 07:20,19-11-2023 13:20,Laptop,9,Administrative,Planned,Training on new software,None,"[627, 302, 333]"
740,Agriculture,Maintenance,-50.529673,167.481887,04-01-2024 03:23,04-01-2024 06:23,Whiteboard,1,Report,Planned,Presentation preparation for stakeholders,None,[]
741,Education,Maintenance,66.604642,48.349995,25-08-2024 09:31,25-08-2024 13:31,Printer,4,Administrative,Ongoing,Training on new software,None,"[160, 457, 238]"
742,Agriculture,Maintenance,-63.299846,-7.557521,23-10-2023 05:14,23-10-2023 13:14,Projector,8,Maintenance,Completed,Training on new software,Merge with task 185,"[185, 664, 289]"
743,Agriculture,Report,33.726029,-112.374714,06-03-2024 16:29,06-03-2024 19:29,Laptop,7,Maintenance,Ongoing,Report generation for annual review,None,[]
744,Education,Training,40.817632,110.877382,05-04-2024 13:54,05-04-2024 15:54,Printer,7,Construction,Completed,Meeting to discuss quarterly budget,None,[]
745,Education,Training,48.621173,-83.643669,19-09-2023 22:37,19-09-2023 23:37,Laptop,2,Report,Planned,Maintenance of office equipment,None,[]
746,Finance,Training,-3.523423,22.626444,02-07-2024 13:40,02-07-2024 21:40,Projector,5,Administrative,Ongoing,Training on new software,Reallocate resources,[58]
747,Education,Presentation,-67.846407,116.972965,02-01-2024 14:54,02-01-2024 16:54,Scanner,5,Construction,Planned,Report generation for annual review,None,[2]
748,Transport,Training,-13.115622,-126.944456,14-02-2024 16:17,14-02-2024 21:17,Projector,7,Construction,Ongoing,Training on new software,None,[]
749,Transport,Meeting,82.163968,-78.546862,07-05-2024 21:18,07-05-2024 23:18,Scanner,6,Construction,Ongoing,Meeting to discuss quarterly budget,None,[]
750,Agriculture,Training,-57.9478,10.973031,24-03-2024 16:21,24-03-2024 19:21,Printer,3,Administrative,Planned,Maintenance of office equipment,None,"[107, 278]"
751,Agriculture,Maintenance,55.929495,76.070406,05-12-2023 12:09,05-12-2023 14:09,Laptop,3,Maintenance,Ongoing,Training on new software,None,"[458, 739, 490]"
752,Transport,Presentation,-13.058431,81.614782,24-03-2024 17:36,24-03-2024 20:36,Laptop,6,Maintenance,Completed,Report generation for annual review,Reschedule task 507,"[327, 507]"
753,Education,Maintenance,-65.12017,159.850896,25-02-2024 01:56,25-02-2024 05:56,Printer,7,Report,Ongoing,Presentation preparation for stakeholders,Reschedule task 236,"[546, 550, 236]"
754,Health,Presentation,14.017759,69.659623,16-01-2024 17:17,16-01-2024 21:17,Laptop,4,Administrative,Completed,Training on new software,None,[]
755,Finance,Presentation,-4.693257,-131.906635,14-10-2023 01:36,14-10-2023 03:36,Laptop,6,Administrative,Completed,Maintenance of office equipment,Merge with task 148,"[148, 565, 432]"
756,Finance,Training,-68.897554,70.481065,23-05-2024 22:55,24-05-2024 01:55,Printer,1,Training,Ongoing,Meeting to discuss quarterly budget,None,[]
757,Transport,Meeting,-4.171217,33.813233,02-04-2024 04:32,02-04-2024 07:32,Laptop,3,Administrative,Completed,Meeting to discuss quarterly budget,Merge with task 79,[79]
758,Agriculture,Training,-5.442347,-129.559537,29-08-2024 12:48,29-08-2024 17:48,Printer,7,Administrative,Ongoing,Meeting to discuss quarterly budget,Merge with task 114,"[114, 160]"
759,Education,Training,0.593176,-176.087673,26-06-2024 09:58,26-06-2024 16:58,Printer,9,Administrative,Planned,Presentation preparation for stakeholders,Reschedule task 727,"[727, 233]"
760,Health,Meeting,3.870188,172.053462,10-08-2024 09:27,10-08-2024 12:27,Projector,7,Report,Completed,Training on new software,None,"[189, 573, 620]"
761,Agriculture,Report,-33.625861,51.0807,04-07-2024 19:11,05-07-2024 02:11,Projector,1,Administrative,Planned,Report generation for annual review,Merge with task 277,[277]
762,Health,Presentation,50.183507,-59.230202,07-05-2024 01:13,07-05-2024 05:13,Whiteboard,3,Report,Completed,Meeting to discuss quarterly budget,Merge with task 612,[612]
763,Education,Presentation,-53.689334,154.512687,22-12-2023 21:45,23-12-2023 01:45,Whiteboard,2,Report,Planned,Meeting to discuss quarterly budget,Merge with task 50,"[47, 50, 323]"
764,Education,Maintenance,45.302297,165.146048,08-10-2023 13:09,08-10-2023 17:09,Whiteboard,7,Administrative,Completed,Meeting to discuss quarterly budget,Reallocate resources,"[418, 760]"
765,Agriculture,Training,-85.736644,106.584947,16-03-2024 04:14,16-03-2024 12:14,Scanner,1,Administrative,Completed,Training on new software,None,"[81, 641, 96]"
766,Transport,Training,55.345686,55.519254,10-08-2024 17:34,10-08-2024 20:34,Scanner,9,Report,Planned,Presentation preparation for stakeholders,Reschedule task 135,"[459, 135]"
767,Health,Report,-82.797678,76.594493,12-01-2024 22:33,13-01-2024 05:33,Projector,4,Report,Planned,Meeting to discuss quarterly budget,Reallocate resources,[581]
768,Education,Meeting,54.85076,-128.655892,15-06-2024 21:13,16-06-2024 02:13,Scanner,2,Training,Completed,Report generation for annual review,Merge with task 303,"[174, 303]"
769,Education,Maintenance,-26.393674,-154.391789,10-02-2024 21:08,11-02-2024 05:08,Whiteboard,8,Administrative,Ongoing,Training on new software,None,[]
770,Agriculture,Report,-82.873325,129.241172,20-07-2024 22:12,21-07-2024 05:12,Printer,10,Maintenance,Ongoing,Maintenance of office equipment,Reallocate resources,"[383, 86]"
771,Education,Report,-42.691062,135.193124,07-06-2024 16:11,07-06-2024 17:11,Scanner,1,Maintenance,Planned,Presentation preparation for stakeholders,None,[]
772,Education,Meeting,-37.681092,-123.045911,15-07-2024 00:38,15-07-2024 07:38,Laptop,4,Training,Ongoing,Meeting to discuss quarterly budget,Reallocate resources,"[478, 480]"
773,Agriculture,Meeting,-74.551942,83.440124,14-08-2024 07:49,14-08-2024 14:49,Printer,4,Training,Ongoing,Meeting to discuss quarterly budget,Reschedule task 619,"[351, 619]"
774,Health,Maintenance,-8.175844,16.22924,15-01-2024 04:09,15-01-2024 12:09,Projector,4,Administrative,Planned,Meeting to discuss quarterly budget,None,"[64, 371, 441]"
775,Transport,Meeting,-51.93128,-171.740615,04-11-2023 23:37,05-11-2023 06:37,Whiteboard,5,Maintenance,Completed,Training on new software,None,[]
776,Education,Report,-75.29236,134.55932,22-10-2023 09:45,22-10-2023 17:45,Printer,9,Maintenance,Planned,Maintenance of office equipment,Merge with task 56,[56]
777,Finance,Maintenance,-60.384009,-54.260547,13-03-2024 09:57,13-03-2024 16:57,Printer,8,Report,Planned,Training on new software,Reschedule task 364,"[364, 710, 585]"
778,Agriculture,Presentation,-54.259204,80.180526,12-10-2023 06:39,12-10-2023 09:39,Whiteboard,6,Construction,Completed,Report generation for annual review,None,[512]
779,Health,Report,-42.695515,80.022974,12-02-2024 16:23,13-02-2024 00:23,Projector,8,Report,Completed,Meeting to discuss quarterly budget,None,[764]
780,Health,Presentation,49.389191,36.339609,23-08-2024 16:06,23-08-2024 20:06,Whiteboard,4,Maintenance,Planned,Presentation preparation for stakeholders,None,[]
781,Transport,Maintenance,-87.085572,142.795769,01-11-2023 09:06,01-11-2023 11:06,Printer,8,Training,Ongoing,Maintenance of office equipment,Reallocate resources,"[556, 437]"
782,Health,Meeting,76.742795,-14.823517,10-06-2024 22:07,11-06-2024 04:07,Projector,9,Report,Completed,Presentation preparation for stakeholders,Reallocate resources,"[391, 292, 676]"
783,Education,Maintenance,36.376672,157.644552,16-01-2024 03:35,16-01-2024 05:35,Laptop,2,Construction,Planned,Meeting to discuss quarterly budget,None,"[107, 509, 768]"
784,Health,Meeting,24.034527,1.210147,19-09-2023 22:14,19-09-2023 23:14,Whiteboard,7,Maintenance,Completed,Report generation for annual review,None,"[118, 201, 481]"
785,Agriculture,Report,-15.671746,115.350471,01-09-2024 18:02,02-09-2024 01:02,Laptop,6,Maintenance,Planned,Maintenance of office equipment,Reschedule task 271,"[675, 271]"
786,Health,Meeting,72.033706,-30.759602,09-05-2024 22:33,09-05-2024 23:33,Laptop,3,Administrative,Planned,Presentation preparation for stakeholders,None,"[344, 175]"
787,Health,Training,10.033125,-39.109539,20-02-2024 20:27,21-02-2024 03:27,Laptop,10,Training,Completed,Report generation for annual review,None,[413]
788,Transport,Training,-11.267714,-144.151947,31-07-2024 09:09,31-07-2024 12:09,Scanner,2,Report,Ongoing,Maintenance of office equipment,Merge with task 331,[331]
789,Health,Report,-87.923138,97.211603,17-12-2023 08:30,17-12-2023 11:30,Laptop,10,Report,Completed,Presentation preparation for stakeholders,Merge with task 761,"[26, 761, 752]"
790,Education,Training,-46.850061,143.247327,16-11-2023 06:57,16-11-2023 11:57,Projector,9,Maintenance,Planned,Report generation for annual review,Merge with task 676,"[676, 53]"
791,Transport,Presentation,66.049028,-140.064653,19-07-2024 20:06,19-07-2024 22:06,Laptop,3,Administrative,Ongoing,Training on new software,None,[]
792,Agriculture,Report,62.03225,148.578887,07-02-2024 15:53,07-02-2024 19:53,Printer,2,Training,Completed,Report generation for annual review,None,[]
793,Health,Meeting,-52.146725,-28.833437,30-09-2023 16:53,30-09-2023 22:53,Printer,3,Maintenance,Ongoing,Meeting to discuss quarterly budget,Reallocate resources,[676]
794,Transport,Meeting,-68.902715,-56.588237,19-07-2024 09:00,19-07-2024 15:00,Printer,10,Report,Planned,Meeting to discuss quarterly budget,None,[535]
795,Agriculture,Training,19.099939,12.943504,26-09-2023 14:22,26-09-2023 17:22,Projector,6,Construction,Completed,Meeting to discuss quarterly budget,Merge with task 142,"[142, 226]"
796,Agriculture,Maintenance,-3.316523,163.16257,26-04-2024 10:56,26-04-2024 16:56,Scanner,5,Training,Planned,Report generation for annual review,Merge with task 525,"[525, 410, 198]"
797,Education,Report,-71.478972,105.535164,03-07-2024 02:07,03-07-2024 07:07,Projector,4,Training,Ongoing,Report generation for annual review,None,"[611, 766, 279]"
798,Finance,Meeting,19.313217,-25.447329,13-05-2024 19:57,14-05-2024 01:57,Whiteboard,2,Training,Completed,Meeting to discuss quarterly budget,Merge with task 420,"[601, 420]"
799,Finance,Meeting,-69.363008,111.254568,24-07-2024 09:17,24-07-2024 16:17,Projector,6,Maintenance,Completed,Training on new software,None,"[381, 149]"
800,Agriculture,Meeting,-32.653955,-176.075631,03-06-2024 09:56,03-06-2024 15:56,Projector,8,Report,Ongoing,Training on new software,None,[]
801,Transport,Maintenance,18.324344,9.81445,05-02-2024 17:18,05-02-2024 19:18,Scanner,5,Report,Planned,Meeting to discuss quarterly budget,Reschedule task 775,"[699, 775, 446]"
802,Finance,Training,-81.061246,-2.183665,12-08-2024 00:15,12-08-2024 01:15,Whiteboard,7,Construction,Completed,Report generation for annual review,Reschedule task 616,[616]
803,Health,Presentation,-86.171634,-173.578932,09-12-2023 22:18,09-12-2023 23:18,Printer,5,Maintenance,Ongoing,Meeting to discuss quarterly budget,None,[]
804,Health,Meeting,-77.498259,-145.756866,28-09-2023 17:19,29-09-2023 00:19,Whiteboard,5,Administrative,Ongoing,Report generation for annual review,None,[]
805,Finance,Maintenance,-1.112652,-163.053802,11-02-2024 15:01,11-02-2024 20:01,Printer,8,Construction,Ongoing,Presentation preparation for stakeholders,None,[]
806,Finance,Training,-81.389837,-176.25743,06-05-2024 11:23,06-05-2024 13:23,Whiteboard,7,Maintenance,Completed,Meeting to discuss quarterly budget,None,[742]
807,Agriculture,Presentation,88.121705,156.279728,01-12-2023 16:11,01-12-2023 17:11,Whiteboard,1,Construction,Completed,Maintenance of office equipment,None,[]
808,Agriculture,Maintenance,33.825887,104.986019,05-10-2023 07:07,05-10-2023 14:07,Whiteboard,3,Maintenance,Planned,Report generation for annual review,None,[]
809,Transport,Maintenance,65.141082,91.092538,12-08-2024 13:16,12-08-2024 20:16,Printer,2,Report,Planned,Training on new software,Reschedule task 288,"[678, 502, 288]"
810,Finance,Training,-73.476113,95.832714,21-04-2024 21:45,21-04-2024 23:45,Whiteboard,9,Maintenance,Planned,Training on new software,None,[]
811,Education,Report,-79.151953,-175.273882,01-07-2024 22:33,02-07-2024 02:33,Printer,7,Maintenance,Ongoing,Meeting to discuss quarterly budget,None,"[214, 605]"
812,Agriculture,Maintenance,46.887833,-67.742845,30-10-2023 22:35,31-10-2023 06:35,Projector,9,Construction,Completed,Training on new software,None,"[395, 464]"
813,Finance,Training,50.403791,-112.33675,26-06-2024 13:00,26-06-2024 18:00,Printer,3,Administrative,Planned,Meeting to discuss quarterly budget,None,[473]
814,Transport,Training,-87.014172,-14.095145,04-02-2024 03:12,04-02-2024 08:12,Laptop,8,Report,Ongoing,Maintenance of office equipment,Merge with task 564,"[122, 564]"
815,Education,Training,-18.55296,-24.894568,16-11-2023 22:01,17-11-2023 04:01,Laptop,8,Administrative,Ongoing,Meeting to discuss quarterly budget,None,[]
816,Finance,Report,-55.092307,-111.798132,09-03-2024 15:14,09-03-2024 18:14,Scanner,5,Report,Planned,Report generation for annual review,Reallocate resources,"[112, 698, 52]"
817,Education,Training,-69.266177,142.221046,24-04-2024 21:35,25-04-2024 02:35,Projector,2,Report,Completed,Maintenance of office equipment,Reallocate resources,[636]
818,Agriculture,Report,-19.280624,-100.840213,24-12-2023 11:12,24-12-2023 16:12,Printer,4,Maintenance,Completed,Maintenance of office equipment,Merge with task 723,"[723, 611]"
819,Finance,Training,0.583227,72.169642,23-04-2024 05:40,23-04-2024 13:40,Whiteboard,4,Maintenance,Ongoing,Meeting to discuss quarterly budget,Reschedule task 192,[192]
820,Agriculture,Meeting,29.885648,-25.947882,13-02-2024 21:30,13-02-2024 22:30,Projector,5,Construction,Completed,Meeting to discuss quarterly budget,Merge with task 486,"[486, 598]"
821,Transport,Meeting,-81.868226,-173.739304,05-09-2024 07:38,05-09-2024 12:38,Projector,9,Report,Completed,Training on new software,None,[]
822,Education,Maintenance,54.700671,-59.156153,18-05-2024 02:01,18-05-2024 10:01,Whiteboard,9,Administrative,Planned,Report generation for annual review,Merge with task 470,"[374, 470]"
823,Finance,Maintenance,70.447035,98.829466,19-09-2023 22:21,20-09-2023 06:21,Laptop,5,Report,Planned,Meeting to discuss quarterly budget,None,[421]
824,Agriculture,Maintenance,-0.390198,-92.02759,11-05-2024 01:20,11-05-2024 08:20,Whiteboard,4,Construction,Completed,Report generation for annual review,None,[]
825,Health,Presentation,71.859849,-18.263035,05-11-2023 19:12,05-11-2023 22:12,Whiteboard,6,Administrative,Ongoing,Presentation preparation for stakeholders,Merge with task 196,"[283, 317, 196]"
826,Transport,Presentation,-67.866973,106.319846,15-12-2023 00:14,15-12-2023 06:14,Whiteboard,2,Construction,Ongoing,Training on new software,None,"[698, 154, 536]"
827,Health,Presentation,29.577658,-70.687584,15-12-2023 20:37,16-12-2023 01:37,Laptop,5,Construction,Ongoing,Meeting to discuss quarterly budget,None,[290]
828,Agriculture,Meeting,-2.09404,-178.167511,06-11-2023 05:34,06-11-2023 11:34,Laptop,1,Administrative,Completed,Maintenance of office equipment,Reallocate resources,"[805, 515]"
829,Transport,Training,81.663346,76.750956,27-12-2023 08:09,27-12-2023 11:09,Projector,7,Report,Completed,Maintenance of office equipment,Reschedule task 33,[33]
830,Transport,Report,-13.938608,168.086453,12-01-2024 16:23,12-01-2024 18:23,Whiteboard,5,Report,Ongoing,Training on new software,Reallocate resources,"[696, 331, 824]"
831,Health,Maintenance,-65.575665,19.542157,07-03-2024 13:49,07-03-2024 18:49,Whiteboard,2,Administrative,Planned,Report generation for annual review,None,[385]
832,Education,Meeting,-65.050222,-20.915521,16-02-2024 12:25,16-02-2024 18:25,Scanner,6,Training,Ongoing,Report generation for annual review,Merge with task 473,"[431, 421, 473]"
833,Health,Report,-74.082782,-129.389187,31-12-2023 05:04,31-12-2023 10:04,Projector,10,Report,Ongoing,Training on new software,None,"[55, 774]"
834,Agriculture,Report,30.614262,-13.389186,10-09-2024 10:04,10-09-2024 18:04,Laptop,2,Construction,Ongoing,Meeting to discuss quarterly budget,None,"[609, 100]"
835,Health,Report,34.306722,131.153085,13-03-2024 02:44,13-03-2024 04:44,Scanner,9,Construction,Planned,Training on new software,None,[576]
